160 0.2 0.552731 0.525652 1.37175 0.807569 0.401375 1.12766
160 0.4 0.754026 0.59612 1.34705 0.80378 0.567237 1.10387
160 0.6 0.969241 0.682197 1.35412 0.80779 0.743113 1.1062
160 0.8 1.20666 0.802453 1.37238 0.811414 0.934985 1.12083
160 1 1.42943 0.898373 1.38732 0.81969 1.11769 1.13756
160 1.2 1.67387 1.02086 1.36327 0.809773 1.31356 1.11655
160 1.4 1.92781 1.14203 1.35639 0.80419 1.51533 1.11109
160 1.6 2.1927 1.29003 1.3867 0.816157 1.72075 1.13816
160 1.8 2.41411 1.39626 1.36515 0.812936 1.90917 1.11759
160 2 2.66214 1.52328 1.36329 0.807354 2.10008 1.11249
160 2.4 3.15727 1.78662 1.36204 0.806092 2.50553 1.11141
160 2.6 3.44169 1.93909 1.35222 0.8081 2.7316 1.10861
160 2.8 3.68609 2.06754 1.35684 0.803012 2.92378 1.10878
160 3 3.86596 2.16862 1.40122 0.825338 3.08283 1.14352
160 3.2 4.14565 2.3212 1.37588 0.817234 3.28682 1.12238
160 3.4 4.43869 2.46448 1.36905 0.816633 3.52042 1.12309
160 3.6 4.61786 2.56305 1.39725 0.828591 3.68388 1.14758
160 3.8 4.90804 2.72141 1.39071 0.822986 3.90718 1.13443
160 4 5.11916 2.83946 1.37216 0.813914 4.08516 1.12242
160 4.2 5.48484 3.03334 1.38877 0.829059 4.3618 1.1357
160 4.4 5.65405 3.12937 1.41722 0.839957 4.47584 1.15614
160 4.6 5.90581 3.26025 1.3881 0.82041 4.68283 1.13424
160 4.8 6.16375 3.39633 1.41472 0.836597 4.89744 1.15437
160 5 6.48687 3.58048 1.39206 0.829822 5.16312 1.1371
160 5.2 6.67685 3.67386 1.41769 0.846516 5.30201 1.1477
160 5.4 6.90151 3.79679 1.41468 0.844632 5.48411 1.14814
160 5.6 7.14596 3.9282 1.42385 0.847511 5.66471 1.15934
160 5.8 7.42751 4.07733 1.43158 0.847947 5.90589 1.16453
160 6 7.6179 4.17678 1.40243 0.83056 6.06045 1.14635
160 6.2 7.87932 4.32179 1.42917 0.844107 6.28223 1.1659
160 6.4 8.21634 4.5064 1.43781 0.852105 6.51189 1.17419
160 6.6 8.46578 4.63716 1.43362 0.84521 6.70793 1.1652
160 6.8 8.67897 4.75598 1.45397 0.858959 6.86969 1.17852
160 7 8.92709 4.89016 1.44521 0.849941 7.08203 1.17493
160 7.2 9.10633 4.98708 1.46089 0.861492 7.22695 1.18391
160 7.4 9.4369 5.16535 1.44367 0.852266 7.49424 1.17808
160 7.6 9.69862 5.30896 1.45354 0.858908 7.65959 1.18102
160 7.8 9.86858 5.40284 1.44819 0.858321 7.77813 1.1771
160 8 10.0483 5.4988 1.48857 0.878574 7.96354 1.20851
160 8.4 10.7629 5.88802 1.47266 0.871648 8.40955 1.20005
160 8.6 10.9429 5.97836 1.53528 0.900132 8.55139 1.23247
160 8.8 11.0281 6.02835 1.48685 0.878028 8.56241 1.20881
160 9 11.4054 6.23997 1.51357 0.899836 8.8784 1.22285
160 9.4 11.9701 6.52924 1.53225 0.894724 9.19908 1.23916
160 9.6 12.155 6.6397 1.5116 0.893462 9.31515 1.22298
160 9.8 12.469 6.81351 1.54507 0.914883 9.49601 1.24947
160 10 12.6656 6.91712 1.54831 0.910156 9.59502 1.24568
